investment_amount,annual_turnover,years_in_business,number_of_employees,udyam_registered,gst_registered,gender,social_category,minority_status,disability_status,age,rural_urban,state,north_east_region,aspirational_district,exporter,startup_dpiit,green_business,women_owned,investment_turnover_ratio,turnover_per_employee,compliance_score,msme_category,mudra,standup_india,cgtmse,startup_seed,clcss,export_scheme,neids,aspirational_scheme
415475278,702658181,20,95,1,1,0,3,1,0,42,0,26,0,0,0,0,1,0,0.5912907422744563,7319356.052083333,2,2,0,1,1,0,0,0,0,0
379108461,1306402006,12,134,0,1,1,0,0,0,59,1,7,0,1,0,0,0,0,0.290192803569384,9677051.896296296,1,2,0,0,0,0,0,0,0,1
424931618,456384922,14,162,1,1,1,3,0,0,42,0,13,0,0,0,0,1,1,0.9310816299687447,2799907.4969325154,2,2,0,1,1,0,0,0,0,0
46421408,1296421349,9,44,1,1,0,1,0,0,27,0,17,0,0,0,0,0,0,0.035807346122462426,28809363.31111111,2,2,0,1,1,0,0,0,0,0
415550116,489679768,0,283,0,1,1,3,0,0,41,0,8,0,0,0,0,1,0,0.8486160595293043,1724224.5352112676,1,2,0,0,0,0,0,0,0,0
263283577,1884183182,5,240,1,1,0,3,1,1,55,0,11,1,0,1,0,1,1,0.13973353513366965,7818187.477178424,2,2,0,1,1,0,0,1,1,0
476776598,166659760,8,52,1,0,0,0,1,0,30,0,16,0,0,0,0,0,0,2.8607781214806853,3144523.7735849055,1,2,0,0,1,0,0,0,0,0
90153374,2145743751,9,281,0,1,0,3,0,0,32,0,14,0,1,0,0,0,1,0.04201497681909597,7609020.393617021,1,2,0,1,0,0,0,0,0,1
26163245,2479913956,14,74,1,1,1,1,0,0,57,0,18,0,0,0,0,0,0,0.01055006159635078,33065519.413333334,2,2,0,1,1,0,0,0,0,0
173760954,1140761184,8,295,1,1,1,3,0,0,43,0,9,0,0,0,0,0,0,0.15232018435129346,3853922.918918919,2,2,0,1,1,0,0,0,0,0
97736744,1968856149,22,238,0,1,0,1,0,0,58,0,25,0,0,0,0,0,1,0.049641383907097526,8237891.836820084,1,2,0,1,0,0,0,0,0,0
368019310,2270980654,13,167,0,1,1,3,0,0,33,1,27,0,0,0,0,0,0,0.16205303607044597,13517741.988095239,1,2,0,1,0,0,0,0,0,0
225761966,1081701828,10,140,1,1,1,2,0,0,23,0,3,0,1,1,0,0,1,0.20870997898627017,7671644.170212766,2,2,0,1,1,0,0,1,0,1
476372473,147847462,6,139,1,1,0,3,0,0,26,1,4,1,0,0,0,1,0,3.222053752792498,1056053.3,2,2,0,1,1,0,0,0,1,0
109274313,366424757,23,235,0,1,0,1,0,0,50,1,6,0,0,0,0,0,0,0.29821760297103067,1552647.2754237289,1,2,0,1,0,0,0,0,0,0
276423195,350013108,1,3,1,1,1,1,0,0,61,1,18,0,1,0,0,0,0,0.7897509775840996,87503277.0,2,2,0,1,1,0,0,0,0,1
463490156,1868573469,13,256,1,0,0,1,0,0,23,0,21,0,0,0,0,0,0,0.24804491952890673,7270713.887159533,1,2,0,1,1,0,0,0,0,0
329606482,2144189490,5,278,0,1,0,0,0,0,22,1,11,0,0,1,0,0,0,0.153720780455033,7685266.989247312,1,2,0,0,0,0,0,1,0,0
135087326,1257144094,4,4,1,1,0,1,0,0,50,1,23,0,1,0,0,0,1,0.10745572169274677,251428818.8,2,2,0,1,1,0,0,0,0,1
89278975,1273819263,4,270,1,1,1,3,0,0,48,0,26,0,0,0,0,0,0,0.07008763136431889,4700440.084870849,2,2,0,1,1,0,0,0,0,0
49107334,2342795209,18,212,1,1,1,2,0,0,63,1,4,0,0,0,0,0,0,0.02096100153798761,10999038.539906103,2,2,0,1,1,0,0,0,0,0
431186832,1138852750,18,216,1,1,0,1,0,0,60,1,0,0,1,0,0,0,0,0.378615085770645,5248169.354838709,2,2,0,1,1,0,0,0,0,1
276506835,573218793,5,270,1,1,1,0,0,0,54,0,4,0,0,1,1,0,1,0.4823757313860857,2115198.4981549815,2,2,0,1,1,1,0,1,0,0
271866524,1855671226,9,16,0,1,0,3,0,0,51,0,18,0,0,0,0,0,0,0.14650576031160287,109157130.94117647,1,2,0,1,0,0,0,0,0,0
36910847,946498966,22,64,1,1,0,1,0,0,37,1,15,0,0,0,0,0,1,0.03899723960290387,14561522.553846154,2,2,0,1,1,0,0,0,0,0
302964259,701802016,13,239,1,1,1,0,0,0,29,1,19,0,0,0,0,0,0,0.43169476812717683,2924175.066666667,2,2,0,0,1,0,0,0,0,0
139971965,443512143,16,16,1,1,0,0,0,0,40,0,12,0,0,0,0,0,0,0.3155989455837764,26088949.588235293,2,2,0,0,1,0,0,0,0,0
61653124,448221301,2,52,1,1,0,0,0,0,33,0,25,0,0,0,0,0,0,0.1375506334145627,8457005.679245284,2,1,0,0,1,0,0,0,0,0
448569222,625184226,0,19,1,1,0,1,1,0,47,1,6,0,0,0,0,0,1,0.7174992628212932,31259211.3,2,2,0,0,1,0,0,0,0,0
152068492,2098473889,9,93,0,0,0,1,0,0,56,1,2,0,0,0,0,0,0,0.07246623020884954,22324190.30851064,0,2,0,1,0,0,0,0,0,0
171216174,2251605825,2,261,1,1,0,1,0,0,24,1,11,0,0,0,0,0,1,0.07604180626240749,8593915.36259542,2,2,0,1,1,0,0,0,0,0
23941962,2268755613,4,298,1,1,0,2,0,0,47,1,0,0,0,0,0,0,0,0.01055290479602974,7587811.414715719,2,2,0,1,1,0,0,0,0,0
335370428,2007070696,24,17,1,1,1,2,0,0,28,0,23,1,0,0,0,0,0,0.1670944767921147,111503927.55555555,2,2,0,1,1,0,0,0,1,0
445909699,1147575055,18,111,1,1,0,3,0,0,29,1,19,0,0,0,0,0,1,0.3885669147901033,10246205.848214285,2,2,0,1,1,0,0,0,0,0
291528876,458523770,9,94,1,1,0,3,0,0,41,1,18,0,0,0,0,0,0,0.6357988275377766,4826566.0,2,2,0,1,1,0,0,0,0,0
330726207,1871397275,24,10,1,1,1,0,0,0,55,1,21,0,0,0,0,1,1,0.17672688276372162,170127025.0,2,2,0,1,1,0,0,0,0,0
424723942,554620966,15,212,0,1,1,2,0,0,48,0,25,0,0,0,0,0,0,0.7657913553059021,2603854.3004694837,1,2,0,1,0,0,0,0,0,0
170831194,323519642,0,237,0,1,0,1,0,0,47,1,27,0,1,0,0,1,0,0.5280396343661891,1359326.2268907563,1,2,0,0,0,0,0,0,0,1
299824018,1356307613,5,254,1,1,0,3,0,0,27,0,14,1,0,0,0,0,0,0.2210590097004351,5318853.384313726,2,2,0,1,1,0,0,0,1,0
155669237,482941561,8,16,0,0,1,1,0,0,54,1,19,0,0,0,1,1,0,0.32233555620131116,28408327.11764706,0,2,0,1,0,0,0,0,0,0
23584187,211980506,4,144,1,1,0,1,0,0,34,1,22,0,0,0,0,0,1,0.11125639490993386,1461934.524137931,2,1,0,1,1,0,0,0,0,0
235024609,944499929,13,42,0,1,0,2,0,0,49,0,26,0,0,0,0,0,0,0.24883496709205685,21965114.627906978,1,2,0,1,0,0,0,0,0,0
249725132,1106064831,9,3,0,1,0,3,0,0,49,0,22,0,0,0,0,0,0,0.2257780238328742,276516207.75,1,2,0,1,0,0,0,0,0,0
196095197,1910770502,1,156,0,1,0,0,0,0,41,0,18,0,0,0,0,0,0,0.10262624249857388,12170512.751592357,1,2,0,0,0,0,0,0,0,0
36193880,582861545,4,173,1,1,0,3,0,0,22,1,17,0,0,0,0,0,0,0.06209687403189917,3349778.9942528736,2,2,0,1,1,0,0,0,0,0
453194388,1117097844,0,24,1,1,0,3,0,0,30,0,19,0,0,0,1,0,1,0.4056890719362188,44683913.76,2,2,0,0,1,1,0,0,0,0
350288315,573725178,24,275,1,0,0,3,1,0,44,0,9,1,0,0,0,0,0,0.6105507093318628,2078714.4130434783,1,2,0,1,1,0,0,0,1,0
230619835,1654011749,9,75,0,1,0,2,0,0,47,0,21,1,0,0,0,0,1,0.1394305905021533,21763312.486842107,1,2,0,1,0,0,0,0,1,0
401423627,1661048580,24,40,1,1,1,3,0,0,52,1,26,0,0,0,0,0,0,0.24166880583247674,40513380.0,2,2,0,1,1,0,0,0,0,0
264541387,1949797919,21,40,0,1,1,0,0,0,43,0,9,0,0,0,0,0,0,0.13567630998395977,47556046.80487805,1,2,0,0,0,0,0,0,0,0
178383859,2177746799,8,62,1,0,0,3,0,0,64,0,18,0,0,0,0,0,0,0.0819121208213921,34567409.50793651,1,2,0,1,1,0,0,0,0,0
75515325,483397278,2,238,1,1,0,1,0,0,56,1,24,0,1,0,0,0,1,0.15621793559992297,2022582.7531380753,2,1,0,1,1,0,0,0,0,1
35663453,2457659858,14,245,1,0,1,0,0,0,41,1,9,0,0,0,0,1,1,0.014511142731733082,9990487.227642277,1,2,0,1,1,0,0,0,0,0
169073642,1181740700,3,18,0,1,0,3,0,0,42,0,22,0,1,0,0,0,0,0.14307169234073797,62196878.94736842,1,2,0,1,0,0,0,0,0,1
319409439,732926265,12,140,1,0,1,2,0,0,43,0,11,1,0,0,0,0,1,0.43580023505393106,5198058.617021277,1,2,0,1,1,0,0,0,1,0
246803609,1464620530,5,82,0,1,0,2,0,0,32,1,21,0,0,0,0,0,0,0.1685102753758953,17646030.48192771,1,2,0,1,0,0,0,0,0,0
90686459,1876060518,19,189,1,1,0,2,0,0,33,1,19,0,0,0,0,0,0,0.04833877056820042,9874002.726315789,2,2,0,1,1,0,0,0,0,0
456645752,1993066685,16,108,1,1,0,1,0,0,54,0,3,0,0,1,0,0,0,0.22911714655994206,18285015.458715595,2,2,0,1,1,0,0,1,0,0
292172678,1132144962,22,234,1,1,1,1,0,0,45,0,19,0,0,0,0,1,0,0.2580700242006023,4817638.136170213,2,2,0,1,1,0,0,0,0,0
136802141,1199056255,4,268,1,1,0,2,1,0,22,0,8,0,0,0,0,0,0,0.11409151181643974,4457458.197026023,2,2,0,1,1,0,0,0,0,0
472769408,106046880,14,104,1,1,1,1,0,0,61,1,11,0,1,1,0,1,0,4.458117047308539,1009970.2857142857,2,2,0,1,1,0,0,1,0,1
95157280,322150922,7,134,1,0,0,3,0,0,41,1,25,0,0,0,1,0,0,0.29538105653665936,2386303.125925926,1,1,0,1,1,0,0,0,0,0
442203160,958019872,24,33,1,1,0,3,0,0,51,0,18,0,0,1,0,0,0,0.4615803622269953,28177055.05882353,2,2,0,1,1,0,0,1,0,0
97553338,1752099686,4,237,1,0,0,2,0,0,38,1,18,0,1,0,0,0,0,0.0556779609766576,7361763.386554622,1,2,0,1,1,0,0,0,0,1
223901277,1493914021,23,178,1,0,0,0,0,0,36,1,26,1,0,0,1,0,0,0.14987561111465356,8345888.385474861,1,2,0,0,1,0,0,0,1,0
2335000,93166977,12,12,0,1,0,3,0,0,34,0,6,1,0,0,0,0,1,0.025062528055809646,7166690.538461538,1,1,0,1,0,0,0,0,1,0
292221203,280561562,0,229,1,1,0,0,0,0,53,1,18,0,0,0,0,0,0,1.0415582229986364,1219832.8782608695,2,2,0,0,1,0,0,0,0,0
440629868,394381795,0,269,1,0,0,1,0,0,27,0,14,0,1,0,0,0,0,1.1172672584512495,1460673.3148148148,1,2,0,0,1,0,0,0,0,1
475684232,2208788222,6,131,0,1,0,1,0,0,58,0,9,1,1,0,0,0,0,0.21535981903865847,16733244.106060605,1,2,0,1,0,0,0,0,1,1
235383714,551458722,21,249,1,1,1,3,1,0,40,1,3,0,0,1,0,0,1,0.426838318413906,2205834.888,2,2,0,1,1,0,0,1,0,0
29959174,2316008034,4,58,1,1,1,3,0,0,24,0,23,0,0,0,0,0,1,0.012935695190712065,39254373.45762712,2,2,0,1,1,0,0,0,0,0
170420581,1095817947,13,4,1,1,0,1,0,0,31,0,4,0,0,1,1,1,1,0.15551906346399794,219163589.4,2,2,0,1,1,0,0,1,0,0
46259303,1886251813,14,236,1,0,0,1,0,0,26,0,3,0,1,1,0,0,0,0.024524457793311364,7958868.4092827,1,2,0,1,1,0,0,1,0,1
146512954,171775234,20,173,1,1,0,0,1,1,59,0,20,1,0,0,0,0,0,0.8529340914596915,987213.9885057472,2,2,0,0,1,0,0,0,1,0
182253864,913586174,24,36,1,0,0,3,0,0,27,0,8,0,0,1,0,0,0,0.19949279989925417,24691518.216216218,1,2,0,1,1,0,0,1,0,0
471816157,1556238706,16,279,1,0,0,2,1,0,50,0,18,0,0,0,0,1,1,0.3031772406622193,5557995.378571428,1,2,0,1,1,0,0,0,0,0
417174852,416890049,23,237,0,1,0,2,1,0,62,1,8,0,0,1,0,0,0,1.0006831585450409,1751638.861344538,1,2,0,1,0,0,0,1,0,0
289735552,276102589,17,275,0,1,1,1,1,0,43,0,18,1,0,1,0,0,0,1.049376436490509,1000371.6992753623,1,2,0,1,0,0,0,1,1,0
83475337,1973065983,6,296,1,1,1,2,0,0,48,0,23,0,0,0,0,0,1,0.042307422902689906,6643319.808080808,2,2,0,1,1,0,0,0,0,0
376404299,236859268,21,58,0,1,0,1,0,0,58,0,13,1,1,0,0,0,0,1.5891474316759797,4014563.86440678,1,2,0,1,0,0,0,0,1,1
291769966,1833698881,17,18,1,1,1,2,0,0,55,0,5,0,0,0,0,0,1,0.15911552810773869,96510467.42105263,2,2,0,1,1,0,0,0,0,0
186033626,1991441633,18,36,1,1,0,1,0,0,21,0,14,0,0,0,0,0,0,0.09341655955356008,53822746.83783784,2,2,0,1,1,0,0,0,0,0
314504213,2014646779,19,129,1,1,0,1,0,0,44,1,20,0,0,0,0,0,0,0.15610886043259653,15497282.915384615,2,2,0,1,1,0,0,0,0,0
402814271,1182046641,6,1,1,0,1,2,0,0,48,1,26,1,0,1,0,0,1,0.3407769682577382,591023320.5,1,2,0,1,1,0,0,1,1,0
80805119,1338739083,7,64,1,1,0,3,0,0,54,0,10,0,0,0,0,0,0,0.0603591244670048,20595985.89230769,2,2,0,1,1,0,0,0,0,0
249646199,1709426659,12,62,1,1,1,1,0,0,37,0,11,1,0,0,0,1,1,0.1460408947874956,27133756.492063493,2,2,0,1,1,0,0,0,1,0
335188872,2256424757,17,146,0,1,0,2,0,0,44,1,14,0,0,1,0,0,0,0.1485486590286739,15349828.278911564,1,2,0,1,0,0,0,1,0,0
123950419,283905392,23,272,0,1,1,3,0,0,51,1,21,0,0,0,0,0,0,0.43659057579085864,1039946.4908424908,1,2,0,1,0,0,0,0,0,0
488135440,1452890926,10,17,1,1,0,0,0,0,40,0,3,0,0,0,0,0,0,0.33597528274742955,80716162.55555555,2,2,0,0,1,0,0,0,0,0
278810077,1546645488,8,280,1,0,1,1,0,0,49,1,19,0,0,0,0,1,0,0.180267604297781,5504076.46975089,1,2,0,1,1,0,0,0,0,0
415775888,2052624649,22,98,0,1,0,1,0,0,48,1,24,1,0,0,0,1,0,0.20255816766109674,20733582.313131314,1,2,0,1,0,0,0,0,1,0
16916569,1526133037,0,227,1,1,0,0,0,0,34,1,23,0,0,1,1,0,0,0.011084596544852467,6693565.951754386,2,2,0,0,1,1,0,1,0,0
375683283,1318458942,21,243,1,1,1,1,0,0,62,0,25,0,0,0,0,1,0,0.2849412073046252,5403520.25409836,2,2,0,1,1,0,0,0,0,0
7754909,1151866411,7,201,1,1,1,0,0,0,46,0,4,0,0,0,0,0,0,0.006732472549950523,5702308.965346535,2,2,0,0,1,0,0,0,0,0
306349510,245418329,20,179,1,1,1,2,1,0,61,1,5,0,1,0,0,0,0,1.24827477230409,1363435.161111111,2,2,0,1,1,0,0,0,0,1
374924322,1355985799,11,270,1,0,0,0,0,1,64,0,24,0,0,0,0,1,0,0.27649575828891426,5003637.634686347,1,2,0,0,1,0,0,0,0,0
218620688,1473595972,1,234,1,1,0,3,0,0,31,1,11,1,0,1,0,0,0,0.14835863561361673,6270621.157446808,2,2,0,1,1,0,0,1,1,0
99257604,538149949,14,112,1,1,0,2,0,0,36,1,19,0,0,0,0,0,0,0.1844422804461842,4762388.92920354,2,2,0,1,1,0,0,0,0,0
149738768,440559567,20,66,1,1,0,0,0,0,56,0,1,0,0,1,0,1,1,0.3398831369836462,6575515.925373134,2,2,0,1,1,0,0,1,0,0
158528240,171127360,23,245,1,0,1,3,0,0,49,0,5,0,1,0,0,0,1,0.9263757652407203,695639.674796748,1,2,0,1,1,0,0,0,0,1
72173914,51387343,17,245,1,1,1,0,0,0,47,0,24,0,0,1,0,0,1,1.4045075768072388,208891.63821138212,2,1,0,1,1,0,0,1,0,0
470675216,600174146,16,72,0,1,1,3,0,0,49,1,21,0,0,0,1,0,0,0.7842310741852064,8221563.643835616,1,2,0,1,0,0,0,0,0,0
436532897,1928802487,14,49,1,1,0,0,0,0,48,1,6,0,0,0,0,0,0,0.2263232755639208,38576049.74,2,2,0,0,1,0,0,0,0,0
11606305,1972894326,19,190,1,1,0,1,0,0,52,0,27,0,1,1,0,0,0,0.0058828822411632386,10329289.664921466,2,2,0,1,1,0,0,1,0,1
154877819,2121824298,19,293,0,1,1,3,0,0,47,0,10,0,0,0,0,0,0,0.0729927633843164,7217089.448979592,1,2,0,1,0,0,0,0,0,0
221199573,330780116,8,177,0,0,1,1,0,0,31,0,4,0,0,0,0,1,0,0.6687208862677801,1858315.2584269664,0,2,0,1,0,0,0,0,0,0
142051830,2152151449,2,161,0,1,1,1,0,0,28,0,8,0,0,0,0,0,0,0.06600456952042107,13284885.48765432,1,2,0,1,0,0,0,0,0,0
123135620,1050985465,19,150,0,1,1,3,1,0,63,1,26,0,0,0,0,0,1,0.11716205788139795,6960168.642384106,1,2,0,1,0,0,0,0,0,0
408427903,2460187773,18,70,1,0,1,1,0,0,24,1,7,0,0,1,0,0,1,0.16601493077739357,34650532.01408451,1,2,0,1,1,0,0,1,0,0
142975872,1809673530,17,33,0,1,0,2,0,0,32,0,8,1,0,0,0,0,0,0.0790064448370384,53225692.058823526,1,2,0,1,0,0,0,0,1,0
40263712,589586085,19,284,0,1,1,0,0,1,52,0,0,1,0,0,0,1,0,0.06829148949759985,2068723.105263158,1,2,0,0,0,0,0,0,1,0
492139570,1511726855,7,260,1,0,0,3,0,0,32,1,13,0,1,1,0,0,1,0.32554794409235527,5792056.915708812,1,2,0,1,1,0,0,1,0,1
239353117,1044650055,0,77,1,1,1,2,0,0,45,1,11,0,0,0,0,0,1,0.22912277238225698,13392949.423076924,2,2,0,0,1,0,0,0,0,0
85547809,1916396448,23,110,0,1,0,3,0,0,44,1,9,0,0,1,0,0,1,0.04463993295575137,17264832.864864863,1,2,0,1,0,0,0,1,0,0
132963028,2364882868,23,139,0,0,0,0,0,0,40,0,18,0,0,1,1,0,1,0.05622393808291399,16892020.485714287,0,2,0,1,0,0,0,1,0,0
491670859,826951807,14,35,1,1,0,3,0,0,62,0,27,0,0,0,0,1,0,0.5945580555523738,22970883.527777776,2,2,0,1,1,0,0,0,0,0
312701305,1434300197,18,235,1,1,0,0,0,0,27,1,12,0,0,0,0,0,0,0.21801663657024747,6077543.207627119,2,2,0,0,1,0,0,0,0,0
475340095,437765972,9,200,1,0,0,2,0,0,52,0,13,0,0,1,0,0,1,1.0858315271570913,2177940.15920398,1,2,0,1,1,0,0,1,0,0
227274085,1092234759,11,151,0,0,0,3,0,0,26,0,22,0,0,0,0,0,0,0.20808171770691494,7185754.993421053,0,2,0,1,0,0,0,0,0,0
398229398,107505812,5,34,0,1,0,0,0,0,39,0,3,0,0,1,0,1,1,3.704259210615895,3071594.6285714284,1,2,0,1,0,0,0,1,0,0
202545635,209649747,12,124,0,1,0,1,0,0,38,0,16,0,0,0,0,0,0,0.9661143737697219,1677197.976,1,2,0,1,0,0,0,0,0,0
347362390,2207913543,3,32,0,1,0,1,0,0,32,0,18,0,0,0,0,0,0,0.1573260832354403,66906471.0,1,2,0,1,0,0,0,0,0,0
50005866,1881584990,12,272,1,1,0,2,0,0,63,1,4,1,0,0,1,0,0,0.02657645880424649,6892252.71062271,2,2,0,1,1,0,0,0,1,0
483874586,1470775864,16,124,1,1,0,2,1,0,57,0,11,0,0,0,0,0,0,0.32899274288812186,11766206.912,2,2,0,1,1,0,0,0,0,0
443410846,2263863196,0,78,1,1,0,2,0,0,30,0,6,0,0,0,0,0,0,0.19586468236578697,28656496.151898734,2,2,0,0,1,0,0,0,0,0
228333509,2347298095,4,76,1,1,0,1,0,0,43,1,0,1,0,1,0,0,0,0.097275036941026,30484390.844155844,2,2,0,1,1,0,0,1,1,0
409413092,392559182,23,60,1,0,0,0,0,1,38,1,21,0,0,1,0,0,0,1.0429334218376953,6435396.426229509,1,2,0,0,1,0,0,1,0,0
31478291,801598351,16,85,1,1,1,2,0,0,41,0,20,0,1,0,0,0,0,0.0392694058333094,9320911.058139535,2,2,0,1,1,0,0,0,0,1
465773825,808651155,17,80,1,1,0,0,0,1,33,0,24,1,0,0,0,1,0,0.5759885725062884,9983347.592592593,2,2,0,0,1,0,0,0,1,0
36734821,813853356,6,172,0,1,1,0,0,1,22,0,23,0,0,1,0,0,1,0.045136904190468306,4704354.658959538,1,2,0,1,0,0,0,1,0,0
102425205,791541941,15,258,1,0,0,2,1,0,22,1,27,1,0,0,0,0,0,0.12939959282663002,3056146.49034749,1,2,0,1,1,0,0,0,1,0
153751082,1723117412,7,279,1,1,0,2,0,0,38,1,22,0,0,0,1,0,1,0.08922844191581505,6153990.757142857,2,2,0,1,1,0,0,0,0,0
285422750,245023381,11,221,1,1,0,1,0,0,55,1,3,0,1,0,0,0,1,1.1648796440169942,1103708.9234234234,2,2,0,1,1,0,0,0,0,1
387891599,1703543528,13,46,1,1,0,2,0,0,54,0,8,0,0,0,0,0,1,0.22769691081958846,36245606.97872341,2,2,0,1,1,0,0,0,0,0
207740719,536512924,18,73,1,1,0,1,0,0,61,1,18,0,0,0,0,0,1,0.38720543218972775,7250174.6486486485,2,2,0,1,1,0,0,0,0,0
366471424,75354255,10,54,1,1,1,1,0,0,30,1,14,0,0,0,0,0,0,4.863314210148927,1370077.3636363635,2,2,0,1,1,0,0,0,0,0
110556008,2256969637,11,221,1,1,1,0,0,0,57,0,18,0,0,1,0,0,0,0.048984269056436464,10166529.896396397,2,2,0,0,1,0,0,1,0,0
304098075,210673371,12,9,1,1,1,1,0,0,52,1,25,0,0,0,0,0,0,1.4434575765939703,21067337.1,2,2,0,1,1,0,0,0,0,0
35313498,470460143,7,172,0,1,1,0,0,0,45,0,19,0,0,0,0,0,0,0.07506161457111657,2719422.7919075144,1,1,0,0,0,0,0,0,0,0
264319973,2460229605,0,84,1,1,0,1,0,0,44,1,6,0,0,0,0,0,0,0.1074371157697547,28943877.70588235,2,2,0,0,1,0,0,0,0,0
304238703,871448030,8,12,1,1,0,2,0,0,41,0,26,0,0,0,0,0,1,0.3491185844448824,67034463.84615385,2,2,0,1,1,0,0,0,0,0
175227900,1403532832,1,32,1,1,1,3,0,0,59,0,24,0,1,0,0,1,0,0.12484773842123578,42531297.93939394,2,2,0,1,1,0,0,0,0,1
465497506,2325334840,13,289,1,0,1,0,1,0,54,1,22,0,0,1,0,0,1,0.20018515088339486,8018396.0,1,2,0,1,1,0,0,1,0,0
390482227,1501782408,12,272,1,1,0,2,1,0,46,1,26,0,0,0,1,0,1,0.2600125188974697,5501034.461538462,2,2,0,1,1,0,0,0,0,0
326341019,1220221496,15,178,1,1,1,0,0,0,62,1,4,0,0,0,0,0,0,0.2674440827360707,6816879.865921788,2,2,0,0,1,0,0,0,0,0
225862234,1177935383,1,114,1,1,0,1,0,0,59,1,22,0,0,1,0,1,0,0.1917441627680997,10242916.373913044,2,2,0,1,1,0,0,1,0,0
409157187,114482073,3,26,0,1,0,0,0,0,25,1,16,0,0,0,0,0,0,3.573984753281112,4240076.777777778,1,2,0,0,0,0,0,0,0,0
71344178,1893159772,11,237,1,1,1,3,0,0,26,1,6,0,0,0,0,0,0,0.03768523873024424,7954452.823529412,2,2,0,1,1,0,0,0,0,0
370109433,1118622832,15,172,0,0,1,2,0,0,52,1,16,0,0,1,0,0,0,0.33086168284927187,6466027.930635838,0,2,0,1,0,0,0,1,0,0
52039266,2494528027,9,233,1,1,1,0,0,0,61,0,3,0,1,0,0,0,0,0.02086136752759709,10660376.183760684,2,2,0,0,1,0,0,0,0,1
255655070,884456390,2,37,0,1,1,3,0,0,52,1,12,0,0,0,0,0,0,0.28905333558723756,23275168.157894738,1,2,0,1,0,0,0,0,0,0
436021042,1514094563,3,265,1,1,0,2,0,0,28,0,2,0,0,1,0,0,1,0.28797477539850674,5692084.82330827,2,2,0,1,1,0,0,1,0,0
423867187,1219102888,5,13,1,0,0,3,0,0,38,0,17,0,0,0,0,0,1,0.3476877881469773,87078777.71428572,1,2,0,1,1,0,0,0,0,0
86741503,541838938,22,106,1,1,0,0,0,0,21,0,7,0,0,1,0,0,1,0.16008724504017235,5063915.3084112145,2,2,0,1,1,0,0,1,0,0
413175142,557931629,4,126,1,1,1,3,0,0,44,1,16,0,0,0,0,0,0,0.7405479807624458,4393162.433070866,2,2,0,1,1,0,0,0,0,0
212127187,1313659009,17,130,1,0,0,1,0,0,37,0,4,0,0,0,0,0,1,0.16147811980523014,10027931.366412213,1,2,0,1,1,0,0,0,0,0
281520264,332680086,2,256,0,0,1,0,0,0,38,0,0,0,0,0,0,0,1,0.8462191606917548,1294475.0428015564,0,2,0,1,0,0,0,0,0,0
283300416,2202811113,9,115,1,1,0,2,0,0,40,0,6,0,0,0,0,0,1,0.12860858300536065,18989750.974137932,2,2,0,1,1,0,0,0,0,0
97046087,790909171,10,299,0,1,1,1,0,0,46,1,10,0,0,0,0,1,0,0.12270193649998536,2636363.9033333333,1,2,0,1,0,0,0,0,0,0
50502943,1474666456,18,124,1,1,0,0,0,0,50,0,18,0,1,0,0,0,0,0.03424702769922704,11797331.648,2,2,0,0,1,0,0,0,0,1
76341446,453964789,13,256,1,1,0,1,0,0,57,1,21,0,0,0,0,0,1,0.1681660068834854,1766399.9571984436,2,1,0,1,1,0,0,0,0,0
265228273,1411400124,20,139,1,0,0,3,0,0,47,1,11,1,0,1,0,0,1,0.18791855569659952,10081429.457142858,1,2,0,1,1,0,0,1,1,0
376812039,2485940156,10,206,1,1,0,2,1,0,59,1,22,0,0,0,1,0,0,0.1515772766850236,12009372.734299516,2,2,0,1,1,0,0,0,0,0
53877024,1384574585,20,47,1,1,0,1,1,0,43,0,11,0,0,1,0,0,1,0.03891233057776203,28845303.854166668,2,2,0,1,1,0,0,1,0,0
217812394,304246905,3,217,1,1,1,3,0,0,46,0,25,0,0,1,0,0,1,0.7159066853419374,1395628.004587156,2,2,0,1,1,0,0,1,0,0
391227003,241636875,23,123,1,1,0,3,1,0,25,0,26,0,0,0,1,0,0,1.6190699427847264,1948684.4758064516,2,2,0,1,1,0,0,0,0,0
473474648,2135783123,21,31,0,1,1,2,1,0,34,1,0,0,0,0,0,1,0,0.2216866697182499,66743222.59375,1,2,0,1,0,0,0,0,0,0
487465080,1229140655,5,55,1,1,1,0,0,0,55,0,10,0,1,0,0,0,0,0.3965901523315978,21948940.26785714,2,2,0,0,1,0,0,0,0,1
361184849,1288426003,16,153,0,1,0,2,1,0,52,0,12,0,0,0,0,0,0,0.2803303005983105,8366402.616883117,1,2,0,1,0,0,0,0,0,0
213532470,82525440,21,286,0,1,0,2,1,0,24,1,9,0,1,0,0,0,1,2.5874744492428703,287545.0871080139,1,2,0,1,0,0,0,0,0,1
178117694,1349515792,18,36,1,1,1,3,0,0,42,0,22,0,0,0,0,1,0,0.13198637238919664,36473399.783783786,2,2,0,1,1,0,0,0,0,0
10147453,1855580218,12,285,0,1,0,2,0,0,53,0,11,0,0,0,1,0,0,0.0054686145584525656,6488042.720279721,1,2,0,1,0,0,0,0,0,0
304116681,141985204,21,256,0,1,0,2,0,0,33,1,27,0,0,0,0,0,0,2.141889931419263,552471.6108949416,1,2,0,1,0,0,0,0,0,0
34209026,143753139,9,178,1,0,0,0,0,0,28,1,26,1,0,0,0,0,0,0.23797063493708728,803090.1620111732,1,1,0,0,1,0,0,0,1,0
