credit_score,annual_revenue,monthly_expenses,existing_loans,monthly_emi,gst_months,collateral_value,loan_amount,years_in_business,debt_to_income,loan_to_income,profit_estimate,loan_approved
837,1633974,298085,2,69869,7,659539,746772,0,0.513121995821231,0.457028080006169,-1943046,0
707,4283746,220043,1,33306,0,755803,1944136,5,0.09329964941898983,0.4538401669940281,1643230,1
824,3806556,92836,2,49920,45,1617557,1340042,3,0.15737059956559157,0.35203527808339086,2692524,1
805,3230948,262045,0,28301,9,2690621,1599231,15,0.10511218379249682,0.4949726829401154,86408,1
335,1149014,184805,3,56057,31,2171358,1837274,14,0.5854445637738095,1.5990005343712088,-1068646,0
319,492527,27444,4,51273,50,2601067,1032739,17,1.2492228852428395,2.0968170272898745,163199,0
620,1391433,260002,0,38321,56,2222316,976684,17,0.33048806518172275,0.7019267187137289,-1728591,1
811,1010713,108598,2,81193,39,2525150,941020,7,0.963988788112946,0.9310457073372955,-292463,1
699,1624558,280295,2,75462,1,2874628,565458,9,0.5574094615273816,0.3480688285675242,-1738982,1
770,1308731,86036,0,28967,30,678869,1535554,4,0.2656038559490071,1.1733152190939162,276299,1
442,4712761,24554,1,65549,3,453136,787093,6,0.1669059814406035,0.16701313730953044,4418113,0
391,4387586,45545,2,70243,55,21108,919966,16,0.19211384118738642,0.20967475053480433,3841046,1
653,3863681,89468,1,90302,11,1992066,1281274,5,0.2804641480494896,0.33162002763685716,2790065,1
350,4129605,46055,1,5993,30,245138,944608,10,0.0174147406350002,0.22874052118786178,3576945,1
489,4913289,285711,3,52016,40,2923877,457680,9,0.12704158049730027,0.09315145109518289,1484757,1
424,3771194,193908,0,97700,22,2610640,1990480,6,0.31088297234244644,0.527811616161884,1444298,1
449,1018408,257320,0,96361,32,2055588,809222,6,1.1354309864023064,0.7945950935185112,-2069432,0
613,2964503,46627,1,32137,7,2270356,1640749,9,0.13008723553324114,0.55346511708708,2404979,1
641,3450133,189640,3,69638,59,1283428,702141,12,0.24220979307174534,0.20351128492727671,1174453,1
604,3923760,181057,2,1104,48,138290,1795885,2,0.003376353293779436,0.4576949150814525,1751076,1
353,2188813,99944,2,35580,15,1176714,1973610,8,0.19506463092096035,0.9016804998873819,989485,0
743,2960620,115368,0,38899,14,237504,294782,4,0.15766562409225096,0.09956765812566287,1576204,1
563,2541978,60785,1,49803,40,1861465,1219736,15,0.23510667676903577,0.47983735500464597,1812558,1
352,3599584,44204,3,25956,39,937072,1012219,10,0.08652999902210923,0.28120443917963855,3069136,1
304,719637,36643,3,62774,51,401834,987613,17,1.046761075375502,1.3723766287725616,279921,0
402,1232018,57126,2,97187,25,2065699,759966,14,0.9466127929949075,0.6168465071127207,546506,0
495,3673388,78126,2,82721,13,629081,1393314,4,0.27022792038303606,0.37929943692308027,2735876,0
649,888722,144453,4,53696,11,2466302,1496165,7,0.7250321247814278,1.683501702444634,-844714,0
346,4902714,263677,4,6428,26,1286584,1000646,7,0.01573332647998639,0.20410042274544263,1738590,1
568,1993493,197507,1,81177,46,2385527,564146,18,0.488651828724756,0.282993720068242,-376591,1
669,858561,23794,4,10313,30,1404506,1127432,4,0.14414351455516847,1.3131647023333228,573033,1
405,3582958,163404,3,4140,3,1045401,835329,3,0.013865638391518963,0.2331394897735335,1622110,0
419,1881821,256346,4,83472,29,1808362,1178235,19,0.5322844202503851,0.6261142797322381,-1194331,1
357,3613553,29593,0,2792,3,690897,415851,17,0.009271761061758331,0.1150809189736528,3258437,1
645,2344022,140973,0,68259,53,720352,1835807,11,0.3494455256819262,0.7831867618989924,652346,1
773,4260556,121633,2,87496,30,596195,1354566,0,0.24643544175924456,0.31793174411978153,2800960,1
416,2510480,31036,2,67558,33,834363,1947561,7,0.32292469965902937,0.7757723622574169,2138048,0
426,2102211,230980,1,58774,3,873561,1352339,8,0.3354981968984084,0.6432936560602147,-669549,0
692,2456376,170423,0,31041,19,1848085,1012302,12,0.15164290808898964,0.4121119893697056,411300,1
357,1822925,246935,1,27089,55,696715,1886239,0,0.1783222019556482,1.0347320926532908,-1140295,0
812,4976827,78413,1,603,17,2452554,1412918,5,0.0014539384230153067,0.2838993599737343,4035871,1
395,1784081,270156,4,72564,46,213819,706778,0,0.4880764942847326,0.3961580219732176,-1457791,0
417,2607647,266545,2,7150,7,695956,847737,13,0.032903226548685466,0.3250965333881465,-590893,1
787,2711022,218924,1,56048,59,2006179,1331442,4,0.24808946589146086,0.4911217983476342,83934,1
536,1440962,101795,1,90438,41,2108934,678661,12,0.7531468560586608,0.47097772182750136,219422,1
571,1512128,272989,2,22346,58,1788860,1185075,4,0.17733419393067254,0.7837134157954883,-1763740,1
488,1988144,31829,2,81478,1,1200692,119372,14,0.49178329135112947,0.060041928552458976,1606196,1
746,307042,283409,0,57130,56,2013339,818609,2,2.23278899955055,2.666114082112545,-3093866,0
546,3527372,186823,2,68311,8,738071,892906,3,0.23239170691381572,0.25313632925588797,1285496,0
375,3273454,66875,4,96054,15,1163766,1591705,2,0.35211980984000385,0.48624633185619837,2470954,0
453,3840625,126334,0,3639,21,815884,1736056,19,0.011370024410089503,0.45202434499593164,2324617,1
734,2231143,142950,1,90702,57,905549,910218,11,0.4878324697251588,0.40796040415159407,515743,1
385,3371050,184451,4,50590,11,2019818,520352,13,0.1800863232523991,0.15435902760267572,1157638,1
584,2152512,272988,4,66386,4,182272,1608255,5,0.3700941040049951,0.7471526291142627,-1123344,0
519,2093223,205736,0,49591,38,1217895,1691392,18,0.2842946021518013,0.8080323978859395,-375609,1
368,2204358,222032,1,73336,14,2148978,1769055,4,0.3992237195591642,0.8025261776898308,-460026,0
346,891572,295320,0,72111,44,142672,789926,16,0.9705688379626098,0.8859923819949482,-2652268,0
393,2391987,85036,3,43955,7,2776616,615422,18,0.22051123187542407,0.2572848431032443,1371555,1
752,3600755,27907,3,94535,23,1763514,978681,17,0.3150505935560737,0.27179883107848213,3265871,1
503,273079,23372,0,59009,50,2341132,1487718,11,2.593051827493143,5.447939973414287,-7385,0
517,1935676,178644,1,84828,18,904622,1094403,17,0.5258813975066076,0.5653854260733718,-208052,1
773,1097165,128093,1,30249,36,208844,533581,4,0.330841760355097,0.48632703376429254,-439951,1
731,3352981,280529,2,21577,52,274983,153399,12,0.07722203018746603,0.04575003556536706,-13367,1
640,4473615,176714,4,17928,17,1164506,1424612,3,0.04808996750949735,0.31844760892477336,2353047,1
588,3116397,285283,0,30238,20,1830653,178549,17,0.11643445940937563,0.05729340645623776,-306999,1
553,1181835,97179,4,44639,48,9401,1755234,19,0.4532510883498966,1.4851768647907704,15687,1
656,3937609,251626,4,32001,58,1145419,1436113,8,0.09752415742649918,0.3647170148178755,918097,1
322,1154940,80117,3,18199,38,1027635,1122199,1,0.18909034235544703,0.9716513411952136,193536,0
821,1398061,179852,3,60660,13,330956,1796698,9,0.5206639767506568,1.2851356271292884,-760163,0
399,2523985,126485,0,66986,14,733519,284804,12,0.31847732851027244,0.11283902241891294,1006165,1
479,4957077,233275,0,97989,58,1068833,958553,5,0.23720995255873573,0.19337060933287903,2157777,1
522,1447880,80332,1,92159,54,2791727,261765,19,0.7638119181147609,0.18079191645716497,483896,1
741,1562617,50632,0,94951,48,2308944,1971661,7,0.7291690798193031,1.2617685587703193,955033,1
624,1253580,189565,1,71384,2,1099263,341349,12,0.683329344756617,0.27229933470540374,-1021200,1
815,2254321,199424,1,24749,55,419789,184467,3,0.13174166411970611,0.081828186846505,-138767,1
315,3653796,180480,0,74826,44,2692043,1725048,18,0.24574771005277798,0.4721248805352023,1488036,1
635,1237140,107157,1,83042,10,2746164,995254,6,0.8054900819632378,0.8044796870200625,-48744,0
557,1816419,229827,4,76288,56,2066944,850091,14,0.5039894429644262,0.4680038030872833,-941505,1
796,1090648,177011,1,92154,2,1376284,1201467,4,1.0139366688427431,1.1016084016107854,-1033484,0
459,378475,197952,4,72820,29,717764,1297241,16,2.3088447057269303,3.427547394147566,-1996949,0
774,2595661,260920,4,44738,5,2964070,984459,18,0.206828241438308,0.3792710219092555,-535379,1
679,4755081,58930,4,87272,5,1010670,1403356,4,0.2202410432125131,0.2951276750070083,4047921,1
844,3927303,238729,2,18560,30,2854399,571527,10,0.05671067396633262,0.14552658656589523,1062555,1
726,3666948,60770,2,76149,21,2364404,1292159,3,0.24919578897764572,0.35237996284648704,2937708,1
567,3986491,131757,1,81470,20,2276965,1431126,13,0.24523823081502003,0.3589939121899435,2405407,1
716,3290007,50158,0,28907,37,990561,1336467,3,0.10543564193024513,0.40622010834627403,2688111,1
467,250151,108992,1,79691,37,2577108,150136,3,3.8228589931681265,0.6001814903798106,-1057753,0
342,4756313,244182,2,70373,57,2749104,1010881,1,0.17754844981816797,0.21253458298476152,1826129,1
584,2854981,197589,3,39101,5,2382138,1999357,6,0.16434855433363654,0.7003048356538976,483913,1
696,272847,149970,3,93884,28,2323340,1455876,18,4.129083332417069,5.335869553266116,-1526793,1
311,3039611,261359,1,55463,55,2091564,111005,0,0.21896091309052376,0.03651947568290811,-96697,1
601,2508963,26586,2,48734,45,2594079,1635249,11,0.23308753457105585,0.651762899652167,2189931,1
552,3223946,273383,4,59036,10,2696007,245271,18,0.2197406532243406,0.07607788716064103,-56650,1
798,693570,243373,2,16674,47,2623854,1011352,11,0.2884899865911155,1.4581830240639013,-2226906,1
334,1176446,96177,1,44891,21,201034,1651010,8,0.4578977700633943,1.4033878308056638,22322,0
389,4083755,56735,2,23892,59,874292,1454159,6,0.07020597464833224,0.3560838003259255,3402935,1
717,4817663,217430,3,71129,50,359187,1022148,0,0.17717054928914705,0.21216677048602195,2208503,1
414,3695652,118525,4,47242,38,2351488,1485983,5,0.15339756015988518,0.4020895365689194,2273352,1
495,892101,232151,1,74295,5,2627137,634917,9,0.9993711474373418,0.7117097727723655,-1893711,0
800,3765842,180737,1,87558,29,1347070,139122,0,0.2790069259411308,0.03694313250529364,1596998,1
792,4911953,164571,0,87090,42,1585034,798239,17,0.21276262211792335,0.16250949469589795,2937101,1
374,299919,271060,4,84958,24,1047748,826101,2,3.3992377942044354,2.754413691696758,-2952801,0
712,3720726,39654,1,32294,35,979206,138392,10,0.10415386674536099,0.03719489153460911,3244878,1
675,1465322,226725,2,60487,0,268695,1803391,13,0.49534778021486064,1.2307131128857685,-1255378,0
719,3539748,150117,2,82228,21,1993822,1537274,5,0.278758826899542,0.43428910758618977,1738344,1
576,3931784,106613,2,51290,8,1729455,1892207,10,0.1565396267953682,0.48125914343209086,2652428,1
693,3744450,38982,2,18580,44,1577949,928377,6,0.05954412530545207,0.2479341425309458,3276666,1
756,4939197,101848,1,97309,7,2053162,472006,7,0.23641656730841065,0.09556330715296434,3717021,1
491,2900030,99874,3,461,33,26361,1235363,4,0.0019075664734502747,0.4259828346603311,1701542,1
398,2048523,57525,4,4732,15,259107,1028655,17,0.027719483745117825,0.502144715973411,1358223,1
847,1597931,47328,2,82565,18,785536,1213907,14,0.620039288304689,0.7596742287370356,1029995,1
395,631838,162432,1,61957,7,1791494,119056,17,1.1767003567370118,0.18842804642962277,-1317346,0
489,2051608,136242,1,22398,11,2247723,521138,2,0.13100748291096545,0.2540144121099157,416704,1
336,2187881,42625,2,75124,42,2512409,1320187,9,0.41203703492100346,0.6034089605421867,1676381,1
668,1908365,127576,0,52420,40,2360682,701464,14,0.3296224778802797,0.36757328917686083,377453,1
824,859966,195966,1,45245,55,1178474,588208,7,0.6313505417656047,0.683989832156155,-1491626,1
578,3984396,248458,4,93986,30,2954360,193356,7,0.28306222574262196,0.04852830893314821,1002900,1
516,4334129,36471,4,32639,41,1214014,1295137,13,0.09036833006124183,0.2988229007489163,3896477,1
572,4550851,243884,0,57067,32,801038,1848865,9,0.15047822923668563,0.4062679705400155,1624243,1
361,1400761,284847,1,45134,18,378814,803063,12,0.3866526837911678,0.5733047964642076,-2017403,0
641,4021099,227759,0,75298,26,2350390,925077,9,0.2247087176913575,0.2300557633622052,1287991,1
696,4450050,202642,1,49967,23,311608,340182,5,0.1347409579667644,0.07644453433107493,2018346,1
318,4255235,220755,1,83825,48,2954356,1364474,17,0.23639117463547843,0.32065773100663064,1606175,1
476,4043941,224840,0,8040,27,1838867,478883,15,0.02385791484099298,0.11841987803481802,1345861,1
695,2465545,35151,3,77895,54,129368,1435791,17,0.3791210462595491,0.5823422407621844,2043733,1
744,793167,69190,2,37666,3,1722484,516122,19,0.5698572936090383,0.6507103800334608,-37113,1
532,1970358,76195,2,3204,11,1787555,1431555,5,0.019513205214483867,0.7265456328240858,1056018,1
375,848843,169607,2,33897,22,2288636,350323,8,0.4791981556071028,0.41270647222160045,-1186441,1
564,3701174,20599,0,46750,19,165618,448597,15,0.15157352775092445,0.12120397473882612,3453986,1
754,1108840,279757,1,96612,39,1326244,792187,5,1.045546697449587,0.7144285920421342,-2248244,0
683,990023,285853,1,43015,27,1764982,141787,10,0.521381826482819,0.14321586468193162,-2440213,1
805,3362466,276108,4,18181,53,1458924,156860,2,0.06488452225241831,0.046650285831886476,49170,1
666,1382279,287867,1,18868,57,1087642,1136988,7,0.16379905937947403,0.822545954904907,-2072125,1
443,1921841,178466,3,88143,57,1627794,1385107,0,0.5503660292396717,0.720718831578679,-219751,0
368,1791920,292460,2,24107,47,2783826,333517,14,0.16143801062547436,0.18612270637082012,-1717600,1
398,4110762,175916,3,17072,55,968463,839447,14,0.04983601580436912,0.20420715186138239,1999770,1
695,3924434,126276,2,93575,59,1694005,1652017,18,0.286130433076464,0.4209567545281689,2409122,1
324,1023622,278512,0,45955,0,495316,476651,9,0.5387340248646473,0.4656513830300638,-2318522,0
768,226014,71747,3,22815,40,2383858,603544,18,1.211340890387321,2.670383250595096,-634950,1
783,3343889,110037,1,48948,10,1597152,987881,8,0.1756565484081559,0.2954287657275705,2023445,1
450,1976935,138641,2,93122,43,854177,1508407,6,0.5652507543242443,0.7630028301385731,313243,0
443,4109005,226899,4,28478,30,1952434,1803406,13,0.08316757949917315,0.4388911670830286,1386217,1
338,4575654,139271,3,87921,40,2335011,376752,1,0.23057949748822792,0.08233839359357153,2904402,1
408,3085364,261170,0,62159,37,1880190,862879,12,0.24175688832824913,0.2796684605122767,-48676,1
341,684859,228267,4,28897,8,907865,1524377,19,0.5063290399921736,2.2258260459452237,-2054345,0
485,914618,45226,0,30028,5,455773,779018,3,0.39397431495990676,0.85174138274121,371906,0
697,4884643,21634,2,30112,5,1828766,802303,6,0.0739755187840749,0.16425007927907936,4625035,1
522,242192,165131,3,55573,51,341080,1275735,7,2.7535013542974167,5.267453095065072,-1739380,0
432,1091307,135855,0,44830,2,2263819,720888,15,0.4929501964158573,0.6605730559778321,-538953,1
462,1208008,286220,4,52226,31,686328,1944019,19,0.5187978887557037,1.6092765941947405,-2226632,0
514,1609849,272718,4,94752,34,2318516,1240294,8,0.7062923292805723,0.7704412028705798,-1662767,0
534,243923,58210,1,68061,15,2282556,1137843,10,3.348318936713635,4.6647630604740025,-454597,0
308,1862060,148798,0,93593,1,1139858,1633596,13,0.6031577929819663,0.8773057796204204,76484,0
373,3729619,177003,3,51169,35,2391670,723954,3,0.16463558342018314,0.1941093714934421,1605583,1
791,3049896,52007,3,36146,40,1395383,788586,18,0.14221861991359705,0.25856160341205076,2425812,1
552,2892468,173816,1,93397,6,792328,1142656,14,0.3874767153863068,0.39504533844453943,806676,1
529,1147226,181468,4,44568,34,2455832,383313,13,0.4661819031298105,0.3341216116092208,-1030390,1
818,966751,201026,0,74779,55,2913845,1916950,15,0.9282100561571698,1.9828787350620791,-1445561,1
473,2263632,86038,4,94816,29,1394350,1266965,19,0.5026400050891664,0.5597044926030379,1231176,1
467,3176760,230870,0,90198,44,1921714,1761838,2,0.3407169568994825,0.5546021732834712,406320,1
469,4073416,271585,0,63607,45,2224689,300350,5,0.18738179454295853,0.0737341828087286,814396,1
692,2743071,173488,0,94920,28,2415732,1733804,3,0.41524262405165596,0.6320667602114565,661215,1
493,4533087,126052,4,27015,40,2907162,1381079,0,0.07151418007199067,0.30466633444273183,3020463,1
816,3955564,116816,4,73060,0,225134,380570,17,0.22164222346042184,0.09621131145899801,2553772,1
328,1741661,189808,4,80224,43,1465194,1656719,7,0.5527413199239117,0.9512293150044698,-536035,0
464,4889491,228267,2,14350,0,516485,705458,15,0.03521838980785526,0.14428045782270588,2150287,1
721,3995109,70250,4,34045,40,2269087,1022437,19,0.10226003846202944,0.2559221788441817,3152109,1
638,2101563,142140,1,72302,56,2170317,668219,15,0.41284700958286763,0.3179628685887599,395883,1
795,3697720,244511,2,7353,6,1989310,1246261,14,0.023862271886459764,0.33703498371969753,763588,1
664,3091838,150877,0,8578,2,2314769,1055035,1,0.03329281805838469,0.3412323025980016,1281314,1
641,4781858,275604,3,48008,35,2932894,693487,11,0.12047534661213277,0.1450245908598708,1474610,1
799,3050467,57039,2,73203,38,2735411,1354513,3,0.2879677111734039,0.4440346346969169,2365999,1
810,2767488,112506,2,13,30,1140367,140480,10,5.636880810323297e-05,0.050760834373988255,1417416,1
626,3553800,199817,0,56549,24,2257847,1175313,1,0.1909471551578592,0.33072007428667904,1155996,1
516,3593757,287605,4,20570,46,306654,101000,5,0.06868577925552563,0.02810429308381173,142497,1
600,3554775,60831,4,77304,55,729317,671308,16,0.2609582884992721,0.18884683278125902,2824803,1
431,330509,71137,2,49155,23,1512953,904271,18,1.7847017781664039,2.7359950863667857,-523135,0
369,3059224,156803,4,93181,0,616125,1105045,8,0.3655083772878351,0.36121741984241756,1177588,0
551,2824713,41500,2,32407,37,765264,1944594,4,0.1376720396018994,0.6884217971878913,2326713,1
714,739618,226511,3,3290,53,1725107,1240249,13,0.053378906408443276,1.6768777936718684,-1978514,1
744,2449718,53117,3,61282,30,1831044,1815968,15,0.3001912873236838,0.7412967533405886,1812314,1
481,2897862,114138,0,40698,36,145103,240733,0,0.16852976435730893,0.08307262388616159,1528206,0
466,1108521,182246,1,58946,10,1246864,1824615,19,0.638104284898527,1.6459904683808426,-1078431,0
390,203212,53208,1,79581,48,2250910,326665,2,4.699387831427278,1.6075084148573904,-435284,0
830,432131,104482,4,45759,2,2981816,1785378,9,1.2706980059287578,4.131566585132749,-821653,1
338,676657,45960,1,70362,11,584212,704876,14,1.2478168407331927,1.041703551430045,125137,0
